,District,District Number,TEA District Type,TEA Description,NCES District Type,NCES Description,Charter School (Y/N)
1095,TRINITY CHARTER SCHOOL,46802,I,Charter School Districts,41,Rural-Fringe,Y
1096,TRINITY ENVIRONMENTAL ACADEMY,57849,I,Charter School Districts,11,City-Large,Y
1097,TRINITY ISD,228903,G,Non-metropolitan Stable,41,Rural-Fringe,N
1098,TRIVIUM ACADEMY,61805,I,Charter School Districts,21,Suburb-Large,Y
1099,TROUP ISD,212904,G,Non-metropolitan Stable,42,Rural-Distant,N
1100,TROY ISD,14910,G,Non-metropolitan Stable,41,Rural-Fringe,N
1101,TULIA ISD,219903,G,Non-metropolitan Stable,33,Town-Remote,N
1102,TULOSO-MIDWAY ISD,178912,D,Other Central City Suburban,11,City-Large,N
1103,TURKEY-QUITAQUE ISD,96905,H,Rural,43,Rural-Remote,N
1104,TWO DIMENSIONS PREPARATORY ACADEMY,101840,I,Charter School Districts,21,Suburb-Large,Y
1105,TYLER ISD,212905,C,Other Central City,12,City-Midsize,N
1106,UME PREPARATORY ACADEMY,57845,I,Charter School Districts,41,Rural-Fringe,Y
1107,UNION GROVE ISD,230908,H,Rural,41,Rural-Fringe,N
1108,UNION HILL ISD,230904,H,Rural,42,Rural-Distant,N
1109,UNITED ISD,240903,C,Other Central City,11,City-Large,N
1110,UNIVERSAL ACADEMY,57808,I,Charter School Districts,21,Suburb-Large,Y
1111,UNIVERSITY OF HOUSTON CHARTER SCHO,101807,I,Charter School Districts,11,City-Large,Y
1112,UNIVERSITY OF TEXAS ELEMENTARY CHA,227819,I,Charter School Districts,11,City-Large,Y
1113,UNIVERSITY OF TEXAS UNIVERSITY CHA,227806,I,Charter School Districts,11,City-Large,Y
1114,UPLIFT EDUCATION,57803,I,Charter School Districts,11,City-Large,Y
1115,UT TYLER UNIVERSITY ACADEMY,212804,I,Charter School Districts,12,City-Midsize,Y
1116,UTOPIA ISD,232904,H,Rural,43,Rural-Remote,N
1117,UTPB STEM ACADEMY,68803,I,Charter School Districts,12,City-Midsize,Y
1118,UVALDE CISD,232903,E,Independent Town,33,Town-Remote,N
1119,VALENTINE ISD,122902,H,Rural,43,Rural-Remote,N
1120,VALLEY MILLS ISD,18904,H,Rural,42,Rural-Distant,N
1121,VALLEY VIEW ISD,49903,H,Rural,42,Rural-Distant,N
1122,VALLEY VIEW ISD,108916,D,Other Central City Suburban,21,Suburb-Large,N
1123,VALOR PUBLIC SCHOOLS,227829,I,Charter School Districts,11,City-Large,Y
1124,VAN ALSTYNE ISD,91908,D,Other Central City Suburban,31,Town-Fringe,N
1125,VAN ISD,234906,D,Other Central City Suburban,32,Town-Distant,N
1126,VAN VLECK ISD,158906,G,Non-metropolitan Stable,41,Rural-Fringe,N
1127,VANGUARD ACADEMY,108808,I,Charter School Districts,21,Suburb-Large,Y
1128,VEGA ISD,180902,H,Rural,43,Rural-Remote,N
1129,VENUS ISD,126908,D,Other Central City Suburban,31,Town-Fringe,N
1130,VERIBEST ISD,226908,H,Rural,42,Rural-Distant,N
1131,VERNON ISD,244903,G,Non-metropolitan Stable,33,Town-Remote,N
1132,VICTORIA ISD,235902,E,Independent Town,13,City-Small,N
1133,VIDOR ISD,181907,D,Other Central City Suburban,22,Suburb-Midsize,N
1134,VILLAGE TECH SCHOOLS,57847,I,Charter School Districts,21,Suburb-Large,Y
1135,VISTA DEL FUTURO CHARTER SCHOOL,71809,I,Charter School Districts,11,City-Large,Y
1136,VYSEHRAD ISD,143904,H,Rural,43,Rural-Remote,N
1137,WACO CHARTER SCHOOL,161801,I,Charter School Districts,12,City-Midsize,Y
1138,WACO ISD,161914,C,Other Central City,12,City-Midsize,N
1139,WAELDER ISD,89905,H,Rural,43,Rural-Remote,N
1140,WALCOTT ISD,59902,H,Rural,43,Rural-Remote,N
1141,WALL ISD,226906,D,Other Central City Suburban,41,Rural-Fringe,N
1142,WALLER ISD,237904,E,Independent Town,42,Rural-Distant,N
1143,WALNUT BEND ISD,49908,H,Rural,42,Rural-Distant,N
1144,WALNUT SPRINGS ISD,18905,H,Rural,43,Rural-Remote,N
1145,WARREN ISD,229904,G,Non-metropolitan Stable,42,Rural-Distant,N
1146,WASKOM ISD,102903,G,Non-metropolitan Stable,42,Rural-Distant,N
1147,WATER VALLEY ISD,226905,H,Rural,42,Rural-Distant,N
1148,WAXAHACHIE FAITH FAMILY ACADEMY,70801,I,Charter School Districts,11,City-Large,Y
1149,WAXAHACHIE ISD,70912,C,Other Central City,21,Suburb-Large,N
1150,WAYSIDE SCHOOLS,227803,I,Charter School Districts,11,City-Large,Y
1151,WEATHERFORD ISD,184903,C,Other Central City,31,Town-Fringe,N
1152,WEBB CISD,240904,H,Rural,43,Rural-Remote,N
1153,WEIMAR ISD,45905,H,Rural,42,Rural-Distant,N
1154,WELLINGTON ISD,44902,H,Rural,43,Rural-Remote,N
1155,WELLMAN-UNION CISD,223904,F,Non-metropolitan Fast Growing,42,Rural-Distant,N
1156,WELLS ISD,37909,H,Rural,42,Rural-Distant,N
1157,WESLACO ISD,108913,D,Other Central City Suburban,21,Suburb-Large,N
1158,WEST HARDIN COUNTY CISD,100908,H,Rural,42,Rural-Distant,N
1159,WEST ISD,161916,G,Non-metropolitan Stable,41,Rural-Fringe,N
1160,WEST ORANGE-COVE CISD,181906,G,Non-metropolitan Stable,22,Suburb-Midsize,N
1161,WEST OSO ISD,178915,D,Other Central City Suburban,11,City-Large,N
1162,WEST RUSK COUNTY CONSOLIDATED ISD,201914,G,Non-metropolitan Stable,42,Rural-Distant,N
1163,WEST SABINE ISD,202905,H,Rural,43,Rural-Remote,N
1164,WESTBROOK ISD,168903,H,Rural,42,Rural-Distant,N
1165,WESTHOFF ISD,62905,H,Rural,43,Rural-Remote,N
1166,WESTLAKE ACADEMY CHARTER SCHOOL,220810,I,Charter School Districts,41,Rural-Fringe,Y
1167,WESTPHALIA ISD,73904,H,Rural,42,Rural-Distant,N
1168,WESTWOOD ISD,1908,G,Non-metropolitan Stable,32,Town-Distant,N
1169,WHARTON ISD,241904,G,Non-metropolitan Stable,32,Town-Distant,N
1170,WHEELER ISD,242903,H,Rural,43,Rural-Remote,N
1171,WHITE DEER ISD,33904,H,Rural,43,Rural-Remote,N
1172,WHITE OAK ISD,92908,D,Other Central City Suburban,23,Suburb-Small,N
1173,WHITE SETTLEMENT ISD,220920,B,Major Suburban,41,Rural-Fringe,N
1174,WHITEFACE CISD,40902,H,Rural,43,Rural-Remote,N
1175,WHITEHOUSE ISD,212906,D,Other Central City Suburban,22,Suburb-Midsize,N
1176,WHITESBORO ISD,91909,D,Other Central City Suburban,32,Town-Distant,N
1177,WHITEWRIGHT ISD,91910,H,Rural,42,Rural-Distant,N
1178,WHITHARRAL ISD,110908,H,Rural,42,Rural-Distant,N
1179,WHITNEY ISD,109911,E,Independent Town,42,Rural-Distant,N
1180,WICHITA FALLS ISD,243905,C,Other Central City,12,City-Midsize,N
1181,WILDORADO ISD,180904,H,Rural,42,Rural-Distant,N
1182,WILLIS ISD,170904,D,Other Central City Suburban,41,Rural-Fringe,N
1183,WILLS POINT ISD,234907,D,Other Central City Suburban,32,Town-Distant,N
1184,WILSON ISD,153907,H,Rural,42,Rural-Distant,N
1185,WIMBERLEY ISD,105905,D,Other Central City Suburban,41,Rural-Fringe,N
1186,WINDHAM SCHOOL DISTRICT,236903,,,32,Town-Distant,N
1187,WINDTHORST ISD,5904,H,Rural,42,Rural-Distant,N
1188,WINFREE ACADEMY CHARTER SCHOOLS,57828,I,Charter School Districts,21,Suburb-Large,Y
1189,WINK-LOVING ISD,248902,H,Rural,42,Rural-Distant,N
1190,WINNSBORO ISD,250907,E,Independent Town,32,Town-Distant,N
1191,WINONA ISD,212910,D,Other Central City Suburban,41,Rural-Fringe,N
1192,WINTERS ISD,200904,H,Rural,32,Town-Distant,N
1193,WODEN ISD,174906,H,Rural,42,Rural-Distant,N
1194,WOLFE CITY ISD,116909,H,Rural,43,Rural-Remote,N
1195,WOODSBORO ISD,196902,H,Rural,42,Rural-Distant,N
1196,WOODSON ISD,224902,H,Rural,43,Rural-Remote,N
1197,WOODVILLE ISD,229903,G,Non-metropolitan Stable,33,Town-Remote,N
1198,WORTHAM ISD,81905,H,Rural,42,Rural-Distant,N
1199,WYLIE ISD,43914,D,Other Central City Suburban,21,Suburb-Large,N
1200,WYLIE ISD,221912,D,Other Central City Suburban,12,City-Midsize,N
1201,YANTIS ISD,250905,H,Rural,43,Rural-Remote,N
1202,YELLOWSTONE COLLEGE PREPARATORY,101873,I,Charter School Districts,11,City-Large,Y
1203,YES PREP PUBLIC SCHOOLS INC,101845,I,Charter School Districts,11,City-Large,Y
1204,YOAKUM ISD,62903,G,Non-metropolitan Stable,32,Town-Distant,N
1205,YORKTOWN ISD,62904,H,Rural,43,Rural-Remote,N
1206,YSLETA ISD,71905,A,Major Urban,11,City-Large,N
1207,ZAPATA COUNTY ISD,253901,D,Other Central City Suburban,33,Town-Remote,N
1208,ZAVALLA ISD,3906,H,Rural,43,Rural-Remote,N
1209,ZEPHYR ISD,25906,H,Rural,42,Rural-Distant,N
