,DISTNAME,DISTRICT_id,District 2022-23 Total Students Count,District 2023 Staff: All Staff Total Full Time Equiv Count,District 2022-23 African American Students Percent,District 2022-23 American Indian Students Percent,District 2022-23 Asian Students Percent,District 2022-23 Hispanic Students Percent,District 2022-23 Pacific Islander Students Percent,District 2022-23 White Students Percent,District 2022-23 Two or More Races Students Percent,District 2022-23 Economically Disadvantaged Students Percent,District 2022-23 Title I Students percent,District 2022-23 Special Education Students Percent,District 2022-23 Section 504 Students Percent,District 2022-23 Bilingual/ESL Education Students Percent,District 2022-23 Emergent Bilingual/English Learner Students Percent,District 2022-23 Homeless Students Percent,District 2022-23 Immigrant Students Percent,District 2022-23 Migrant Students Percent,District 2022-23 Military Connected Students Percent,District 2022-23 Foster Care Students Percent,District 2022-23 Gifted & Talented Education Students Percent,District 2023 Staff: Teacher Student Ratio
783,BAY CITY ISD,158901,3579,550.4,14.4,0.1,0.7,66.3,0.1,15.9,2.6,79.9,100.0,12.2,4.5,14.5,16.8,2.0,1.0,0.2,0.6,0.4,1.3,15.8
784,TIDEHAVEN ISD,158902,1045,157.1,2.5,0.5,0.0,55.9,0.1,40.0,1.1,62.8,73.8,10.7,7.4,9.3,9.7,0.0,0.4,0.0,0.7,0.0,6.9,14.0
785,MATAGORDA ISD,158904,89,24.9,0.0,0.0,0.0,34.8,0.0,59.6,5.6,68.5,100.0,13.5,11.2,6.7,6.7,3.4,0.0,0.0,0.0,0.0,5.6,6.8
786,PALACIOS ISD,158905,1300,214.0,0.9,0.1,4.1,72.6,0.0,20.7,1.6,69.8,100.0,14.2,3.1,18.2,18.2,0.2,1.2,0.3,2.1,0.3,6.7,12.6
787,VAN VLECK ISD,158906,1071,167.8,7.7,0.3,0.1,36.5,0.1,51.4,3.9,55.9,44.2,11.4,9.2,3.5,3.5,2.6,0.3,0.0,1.3,0.2,9.2,13.4
788,EAGLE PASS ISD,159901,13935,1825.6,0.1,1.6,0.1,97.1,0.0,0.9,0.1,82.3,100.0,11.6,5.8,44.8,45.8,0.4,1.3,1.6,0.2,0.0,6.1,17.4
789,BRADY ISD,160901,956,166.1,0.8,0.0,0.6,38.8,0.0,57.6,2.1,65.7,100.0,14.3,11.0,3.2,3.2,1.5,0.0,0.0,2.2,1.0,8.6,12.2
790,ROCHELLE ISD,160904,211,44.1,0.9,0.9,0.0,27.0,0.0,69.2,1.9,54.5,100.0,12.8,21.3,0.0,0.0,0.0,0.0,0.0,1.4,3.3,5.7,10.9
791,LOHN ISD,160905,131,30.6,0.0,0.0,0.0,38.2,0.0,58.8,3.1,80.2,100.0,19.1,12.2,0.0,0.8,3.1,0.0,0.0,0.0,0.0,3.8,9.2
795,CRAWFORD ISD,161901,593,88.0,1.5,0.0,0.3,9.8,0.5,86.3,1.5,16.4,100.0,12.6,7.4,1.3,1.3,0.0,0.3,0.0,5.2,0.0,3.7,11.0
796,MIDWAY ISD,161903,8739,1234.3,11.2,0.2,4.3,26.3,0.2,52.9,4.8,37.4,15.6,13.7,10.0,4.3,4.3,0.2,0.9,0.0,7.1,0.5,11.3,15.2
797,LA VEGA ISD,161906,3017,491.8,25.5,0.1,0.2,59.2,0.0,11.4,3.5,93.1,70.8,9.8,11.2,28.5,24.5,0.4,0.2,0.0,0.5,0.4,3.6,15.7
798,LORENA ISD,161907,1807,265.7,1.9,0.6,0.7,17.7,0.1,76.4,2.7,30.9,47.2,12.6,13.4,2.0,2.1,0.3,0.0,0.0,4.2,0.7,8.3,13.3
799,MART ISD,161908,588,83.6,20.1,0.0,0.0,21.8,0.0,47.6,10.5,70.7,100.0,11.6,10.5,3.9,3.9,0.5,0.0,0.0,0.0,0.7,7.7,13.2
800,MCGREGOR ISD,161909,1503,246.5,6.3,3.4,0.3,46.4,0.1,41.0,2.5,63.6,49.6,12.4,7.4,11.6,12.6,1.7,0.3,0.0,2.0,0.5,4.7,13.1
801,MOODY ISD,161910,722,114.5,5.1,0.6,0.1,34.3,0.1,55.0,4.7,63.2,100.0,18.6,13.0,9.4,9.7,1.9,0.0,0.6,3.6,0.0,7.2,11.7
802,RIESEL ISD,161912,656,90.0,1.5,0.2,0.3,24.1,0.0,69.2,4.7,52.7,100.0,12.5,16.0,4.1,4.1,0.5,0.0,0.8,9.6,1.1,14.5,12.9
803,WACO ISD,161914,13824,2206.7,27.7,0.2,0.3,61.0,0.0,8.5,2.4,89.7,99.5,13.3,7.8,22.9,23.4,4.9,1.6,0.0,0.1,0.6,10.2,13.8
804,WEST ISD,161916,1265,212.6,2.2,0.1,0.1,19.2,0.2,76.6,1.7,40.6,66.9,14.8,9.2,3.3,3.4,0.0,0.1,0.0,8.1,2.1,6.3,12.6
805,AXTELL ISD,161918,836,154.0,1.7,0.7,0.0,21.3,0.0,74.2,2.2,55.6,52.9,14.6,10.8,0.7,0.8,1.3,0.0,0.0,0.1,1.0,5.0,11.3
806,BRUCEVILLE-EDDY ISD,161919,588,128.3,0.7,0.7,0.7,36.9,0.0,59.7,1.4,59.9,65.8,18.9,6.3,5.4,5.4,1.5,0.3,0.0,0.0,0.0,9.0,8.5
807,CHINA SPRING ISD,161920,3010,395.1,5.5,0.3,1.7,23.5,0.0,65.0,4.1,34.6,37.1,11.5,17.1,2.5,2.6,0.0,0.3,0.0,4.7,0.2,8.2,13.5
808,CONNALLY ISD,161921,2332,406.7,33.9,0.2,0.3,39.4,0.0,21.4,4.8,83.6,74.1,12.3,9.9,12.3,12.3,0.3,0.5,0.0,0.3,0.0,4.7,12.9
809,ROBINSON ISD,161922,2401,325.8,2.9,0.2,0.4,31.5,0.1,60.3,4.7,42.7,100.0,13.5,10.2,2.1,2.1,0.2,0.1,0.1,6.2,0.5,5.5,13.1
810,BOSQUEVILLE ISD,161923,720,117.4,2.6,0.1,0.1,25.3,0.3,66.8,4.7,40.3,100.0,16.8,9.6,3.3,3.6,0.1,0.0,0.6,0.3,0.0,6.3,11.7
811,HALLSBURG ISD,161924,146,19.0,2.7,0.0,0.0,25.3,0.0,69.2,2.7,44.5,100.0,11.0,11.0,6.2,6.2,6.2,0.0,0.7,1.4,0.0,8.2,12.2
812,GHOLSON ISD,161925,263,38.8,3.4,0.0,0.0,23.6,0.0,68.4,4.6,66.2,100.0,16.0,10.3,4.2,4.2,2.3,0.0,0.0,1.9,0.8,1.5,12.2
813,MCMULLEN COUNTY ISD,162904,282,54.4,0.0,0.0,1.1,42.2,0.4,56.4,0.0,29.1,0.0,8.5,12.1,1.8,1.8,0.0,0.0,0.0,0.0,0.0,9.6,10.4
814,DEVINE ISD,163901,2007,281.0,0.8,0.1,0.2,66.4,0.1,30.8,1.4,57.2,48.3,16.6,10.5,4.6,5.2,0.9,0.4,0.2,8.8,0.3,4.9,15.2
815,D'HANIS ISD,163902,284,49.9,0.0,0.0,0.7,42.6,0.0,56.3,0.4,39.1,100.0,12.7,10.9,0.4,0.4,0.0,0.0,0.0,1.4,0.0,11.3,10.7
816,NATALIA ISD,163903,1170,199.4,0.2,0.1,0.0,84.6,0.0,14.4,0.7,73.9,49.4,15.4,7.7,9.1,10.3,2.0,0.2,0.5,5.5,0.1,4.6,13.7
817,HONDO ISD,163904,1772,270.2,1.1,0.1,0.0,63.9,0.3,33.6,1.0,69.3,100.0,12.6,11.6,2.3,2.5,0.3,0.1,0.6,2.9,0.7,4.1,13.8
818,MEDINA VALLEY ISD,163908,7823,958.4,6.1,0.4,1.3,62.9,0.3,24.6,4.5,55.6,100.0,15.7,7.7,6.5,7.1,0.6,0.1,0.1,22.1,0.5,6.0,16.1
819,MENARD ISD,164901,288,55.0,1.0,0.3,0.3,44.8,0.0,51.4,2.1,68.1,100.0,12.8,8.0,5.2,4.5,0.7,0.0,0.0,0.3,0.0,4.9,10.5
821,MIDLAND ISD,165901,27842,2809.4,6.8,0.2,2.4,65.9,0.1,22.2,2.3,55.3,88.0,10.3,4.8,17.0,17.3,1.0,3.5,0.0,1.8,0.2,4.4,19.6
822,GREENWOOD ISD,165902,3140,428.6,0.6,0.4,0.1,51.8,0.0,45.8,1.3,38.8,100.0,11.3,7.0,9.5,9.8,1.0,1.6,0.1,0.1,0.0,7.5,14.9
823,CAMERON ISD,166901,1554,249.5,16.0,0.1,0.3,51.3,0.0,30.1,2.3,74.5,99.9,9.5,12.1,13.3,13.6,0.5,0.1,0.0,3.7,0.2,10.3,13.8
824,GAUSE ISD,166902,154,31.6,10.4,0.6,0.6,40.9,0.0,44.8,2.6,67.5,100.0,7.1,15.6,11.0,11.0,0.0,0.0,0.0,11.7,0.0,3.2,10.3
825,MILANO ISD,166903,403,74.6,3.0,0.0,0.7,27.3,0.0,66.0,3.0,53.1,100.0,6.9,10.4,5.7,5.7,0.0,0.0,0.0,6.9,0.5,8.7,10.4
826,ROCKDALE ISD,166904,1488,262.7,8.9,0.1,0.8,49.7,0.1,36.6,3.8,68.8,100.0,9.7,7.1,7.1,7.1,0.9,0.9,0.0,3.2,0.2,4.4,13.5
827,THORNDALE ISD,166905,617,104.8,0.2,0.0,0.0,29.2,0.0,67.7,2.9,45.5,41.3,10.0,11.7,10.9,11.0,0.8,1.1,0.3,4.4,0.3,4.2,10.8
828,BUCKHOLTS ISD,166907,110,24.8,0.9,0.0,0.0,58.2,0.0,40.9,0.0,90.9,100.0,13.6,4.5,9.1,9.1,0.0,0.0,3.6,0.0,0.0,3.6,6.5
829,GOLDTHWAITE ISD,167901,537,108.1,0.0,0.2,0.2,29.1,0.0,69.1,1.5,43.9,100.0,12.8,17.1,4.8,4.8,0.9,0.6,0.2,7.6,0.6,6.5,9.7
830,MULLIN ISD,167902,193,80.2,9.8,2.6,0.5,33.2,0.0,52.3,1.6,93.3,52.3,33.2,5.2,7.8,7.8,0.0,0.0,0.0,2.6,13.5,0.5,5.6
831,PRIDDY ISD,167904,121,28.0,0.0,0.0,1.7,19.0,0.0,77.7,1.7,46.3,100.0,11.6,7.4,0.0,0.0,0.0,2.5,0.0,5.0,0.0,9.1,7.6
832,COLORADO ISD,168901,949,161.6,5.2,0.2,0.4,51.4,0.0,39.1,3.7,64.2,100.0,13.9,6.7,5.0,5.1,0.5,0.0,0.8,1.2,0.7,1.4,14.3
833,LORAINE ISD,168902,140,36.9,4.3,0.0,0.0,63.6,0.0,29.3,2.9,62.1,100.0,19.3,6.4,2.1,2.1,3.6,0.0,0.0,0.0,0.0,5.0,7.5
834,WESTBROOK ISD,168903,255,39.8,0.8,0.0,0.0,31.0,0.0,67.5,0.8,47.8,100.0,11.4,9.8,0.0,0.0,0.4,0.0,1.2,0.0,0.0,3.5,12.5
835,BOWIE ISD,169901,1644,266.8,0.9,1.0,0.5,19.6,0.0,74.6,3.3,54.9,100.0,16.5,13.4,6.9,7.5,2.3,0.5,0.0,4.4,0.7,6.9,12.5
836,NOCONA ISD,169902,804,138.6,0.9,0.1,0.5,31.3,0.0,63.9,3.2,60.1,100.0,19.0,8.8,13.1,13.6,0.7,0.0,0.1,1.7,1.0,9.5,10.7
837,GOLD BURG ISD,169906,154,27.6,1.9,0.0,0.6,20.8,0.0,72.7,3.9,61.0,100.0,16.2,6.5,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2.6,10.8
838,MONTAGUE ISD,169908,151,19.4,0.0,0.0,1.3,13.2,0.0,81.5,4.0,47.7,100.0,17.9,11.3,1.3,1.3,0.0,0.0,0.0,0.0,1.3,2.6,13.8
839,PRAIRIE VALLEY ISD,169909,128,26.3,0.0,0.0,0.0,13.3,0.0,75.8,10.9,63.3,100.0,16.4,6.3,0.0,0.0,0.0,0.0,0.0,6.3,0.0,4.7,8.8
840,FORESTBURG ISD,169910,185,34.2,0.5,0.5,0.0,18.9,0.0,77.3,2.7,51.4,100.0,20.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,9.9
841,SAINT JO ISD,169911,345,56.2,0.0,1.4,0.0,10.1,0.0,84.6,3.8,45.5,100.0,18.6,4.3,0.0,0.0,0.0,0.0,0.0,5.2,0.0,7.5,11.5
844,CONROE ISD,170902,70783,8910.5,9.5,0.4,5.2,39.3,0.2,41.5,4.0,43.9,30.2,10.2,8.7,18.9,19.3,0.6,3.9,0.0,0.6,0.2,8.2,15.6
845,MONTGOMERY ISD,170903,9748,1112.3,3.3,0.3,0.9,18.4,0.1,73.3,3.6,28.1,18.4,11.5,11.3,3.4,3.1,0.1,0.5,0.1,8.3,0.2,7.1,16.5
846,WILLIS ISD,170904,8793,1061.8,8.4,0.4,0.7,37.7,0.1,49.0,3.7,61.7,30.3,11.2,7.2,15.4,16.2,0.3,0.7,0.0,0.7,0.3,6.4,17.9
847,MAGNOLIA ISD,170906,14046,1789.5,2.8,0.4,1.2,39.7,0.1,53.3,2.6,47.8,21.0,14.3,9.5,18.1,19.0,0.1,1.8,0.0,4.8,0.2,6.0,14.8
848,SPLENDORA ISD,170907,4866,714.8,3.2,0.1,0.4,46.3,0.1,47.7,2.1,62.3,100.0,14.4,6.7,25.3,24.2,0.3,1.6,0.0,3.5,0.2,6.9,15.3
849,NEW CANEY ISD,170908,18344,2439.7,7.0,0.4,1.8,62.4,0.2,25.7,2.5,74.1,47.4,11.5,9.3,37.0,34.0,0.8,1.7,0.1,3.1,0.4,5.4,15.7
850,DUMAS ISD,171901,4192,653.5,2.8,0.5,4.2,77.3,0.0,14.3,0.9,68.0,56.5,10.9,4.4,40.1,40.1,1.5,6.0,1.1,0.1,0.2,4.5,13.4
851,SUNRAY COLLEGIATE ISD,171902,675,126.5,0.6,0.9,0.0,58.8,0.0,38.1,1.6,55.0,73.3,13.8,4.7,15.6,15.6,0.6,0.0,0.0,0.6,0.0,2.1,10.8
852,DAINGERFIELD-LONE STAR ISD,172902,1013,224.1,36.3,0.3,0.3,20.4,0.0,34.7,7.9,86.0,100.0,19.1,13.6,11.2,11.2,4.9,0.3,0.0,0.2,0.5,4.5,10.9
853,PEWITT CISD,172905,833,160.2,13.8,0.1,0.2,15.6,0.1,60.4,9.7,73.7,100.0,17.6,10.0,7.1,7.1,1.6,0.0,0.0,1.9,0.0,3.0,10.7
854,MOTLEY COUNTY ISD,173901,166,35.7,1.2,0.0,0.0,26.5,0.0,70.5,1.8,64.5,99.4,12.7,8.4,0.0,0.0,0.0,0.0,0.0,7.2,0.0,10.2,9.6
856,CHIRENO ISD,174901,404,63.5,5.2,0.0,0.5,16.6,0.0,73.0,4.7,66.1,100.0,18.1,6.7,10.6,10.9,0.0,0.0,3.2,9.2,0.2,9.4,10.7
857,CUSHING ISD,174902,547,86.4,5.5,0.5,0.4,16.6,0.4,71.3,5.3,68.0,100.0,17.0,10.6,5.3,5.5,0.5,0.0,0.0,2.4,0.7,10.4,12.3
858,GARRISON ISD,174903,760,98.2,14.1,0.1,0.8,12.1,0.0,69.2,3.7,54.2,100.0,13.4,11.7,3.2,3.2,0.1,0.0,0.3,0.3,0.3,5.5,13.5
859,NACOGDOCHES ISD,174904,5943,997.2,28.6,0.1,1.3,48.3,0.0,18.8,2.9,84.5,69.2,13.7,4.8,29.5,28.8,1.0,0.9,0.2,0.4,0.5,4.3,13.8
860,WODEN ISD,174906,835,126.7,1.9,0.0,0.7,22.5,0.0,72.7,2.2,62.8,57.8,10.1,7.2,10.8,11.3,0.1,0.0,0.0,1.3,0.0,4.8,10.7
861,CENTRAL HEIGHTS ISD,174908,1104,161.3,4.4,0.5,1.6,21.1,0.0,67.8,4.5,40.3,0.0,8.6,8.2,6.4,6.3,0.1,0.1,0.3,2.7,0.1,7.3,12.3
862,MARTINSVILLE ISD,174909,323,60.3,3.4,0.3,0.3,22.3,0.6,68.7,4.3,64.7,99.4,13.0,10.5,8.4,8.7,2.2,0.0,0.0,2.5,0.3,9.6,8.8
863,DOUGLASS ISD,174911,436,64.6,3.7,0.5,0.9,15.6,0.0,75.2,4.1,38.5,23.2,10.8,9.4,6.7,7.3,0.0,0.7,0.0,10.3,0.0,6.7,10.8
864,BLOOMING GROVE ISD,175902,920,149.6,2.0,0.0,0.7,33.7,0.4,58.4,4.9,59.3,100.0,9.3,10.1,17.9,18.5,4.1,0.2,0.1,0.7,0.3,4.6,12.5
865,CORSICANA ISD,175903,6096,841.9,15.7,0.3,0.7,53.8,3.3,22.6,3.5,79.4,100.0,14.1,11.8,31.6,27.6,0.3,0.8,0.2,3.0,0.2,10.1,14.8
866,DAWSON ISD,175904,546,102.8,7.5,1.6,0.5,28.9,0.0,58.1,3.3,72.7,100.0,15.9,7.5,7.9,9.0,0.5,0.0,0.0,0.0,0.2,7.3,12.0
867,FROST ISD,175905,458,80.0,2.2,0.0,0.0,40.2,0.0,55.0,2.6,56.1,99.8,12.0,10.7,17.9,17.9,4.1,2.0,0.4,2.6,1.1,5.0,11.7
868,KERENS ISD,175907,570,113.4,17.7,0.0,0.4,32.6,0.7,41.9,6.7,76.1,100.0,13.3,14.9,9.8,9.8,0.0,0.0,0.0,0.5,0.2,5.1,10.4
869,MILDRED ISD,175910,848,120.6,1.8,0.2,0.9,22.2,0.2,71.2,3.4,51.1,100.0,10.7,10.6,4.4,5.0,0.1,0.0,0.0,6.6,1.1,6.8,13.9
870,RICE ISD,175911,1036,121.5,2.0,0.1,0.0,73.8,0.1,22.1,1.8,75.7,70.4,10.0,11.2,23.8,24.3,0.4,2.1,0.1,3.0,0.0,9.2,14.2
871,BURKEVILLE ISD,176901,229,45.2,24.5,0.0,0.0,5.7,0.0,68.1,1.7,86.0,100.0,18.3,8.3,0.0,0.0,2.2,0.0,0.0,2.2,0.0,5.2,10.6
872,NEWTON ISD,176902,968,194.3,33.3,0.1,0.4,3.9,0.0,56.7,5.6,77.5,74.1,16.9,16.0,0.2,0.2,1.3,0.2,0.0,5.1,0.1,9.4,10.6
873,DEWEYVILLE ISD,176903,548,102.8,1.5,0.5,0.0,6.0,0.0,90.3,1.6,59.3,100.0,16.4,4.7,0.5,0.5,2.2,0.0,0.0,4.7,0.4,4.0,10.4
874,ROSCOE COLLEGIATE ISD,177901,6191,107.4,22.2,0.7,3.8,45.9,0.2,23.6,3.7,65.5,94.9,9.6,2.8,7.4,7.7,0.5,0.1,0.1,0.6,0.0,2.0,
875,SWEETWATER ISD,177902,1942,386.7,6.0,0.2,0.8,54.6,0.0,35.3,3.1,72.8,46.5,18.5,8.8,3.2,3.3,1.3,0.1,0.0,5.3,0.5,5.1,12.9
876,BLACKWELL CISD,177903,152,40.8,0.0,0.0,2.0,19.1,0.0,77.6,1.3,35.5,0.0,13.8,8.6,2.0,2.0,5.3,0.0,0.0,4.6,0.0,4.6,7.2
877,HIGHLAND ISD,177905,226,44.0,0.0,0.0,0.0,12.8,0.0,87.2,0.0,24.8,100.0,11.1,8.4,0.0,0.0,3.1,0.0,0.0,8.4,0.0,14.6,9.8
881,AGUA DULCE ISD,178901,408,64.1,0.7,0.0,0.0,74.8,0.0,24.3,0.2,76.5,100.0,8.3,9.1,1.0,1.0,0.2,0.0,2.2,1.7,0.0,2.2,14.1
882,BISHOP CISD,178902,1410,211.6,0.8,0.2,0.1,85.9,0.0,12.2,0.9,65.2,100.0,13.8,7.7,3.7,3.9,0.4,0.0,0.1,11.2,0.1,3.8,13.0
883,CALALLEN ISD,178903,3952,580.5,1.2,0.2,0.5,65.3,0.1,31.5,1.2,55.5,45.6,14.0,8.7,3.4,3.6,0.1,0.4,0.1,2.5,0.2,5.8,13.6
884,CORPUS CHRISTI ISD,178904,33387,4533.8,3.3,0.1,2.0,81.2,0.1,11.9,1.4,72.8,97.5,13.1,9.1,7.4,7.8,2.3,0.3,0.5,1.8,0.2,3.3,15.8
885,DRISCOLL ISD,178905,287,52.9,0.0,0.0,0.0,92.3,0.0,5.6,2.1,91.6,100.0,12.5,3.8,4.5,4.5,3.5,1.0,0.7,4.5,0.0,1.7,11.2
886,LONDON ISD,178906,1578,175.3,1.0,0.1,3.2,54.1,0.3,38.5,2.9,17.4,0.9,5.9,8.4,1.4,1.5,0.1,0.0,0.0,1.6,0.0,8.4,16.4
887,PORT ARANSAS ISD,178908,546,92.4,0.5,0.2,0.7,19.6,0.0,74.4,4.6,28.4,100.0,9.5,10.6,1.8,2.0,0.0,0.2,0.0,10.3,0.7,8.1,11.4
888,ROBSTOWN ISD,178909,2543,405.8,0.3,0.0,0.0,97.6,0.1,1.9,0.0,91.0,100.0,12.5,7.6,3.6,3.9,1.3,0.0,0.1,0.1,0.3,8.7,15.6
889,TULOSO-MIDWAY ISD,178912,3655,540.6,1.0,0.0,0.4,82.0,0.1,15.6,0.9,65.0,100.0,10.2,10.6,6.9,8.0,0.1,0.1,0.3,1.8,0.2,6.3,13.1
890,BANQUETE ISD,178913,843,149.4,0.2,0.2,0.1,83.9,0.0,15.4,0.1,72.6,99.9,12.9,12.1,2.5,2.7,0.8,0.0,5.9,1.7,0.5,5.3,10.9
891,FLOUR BLUFF ISD,178914,5732,724.8,2.1,0.2,1.9,47.6,0.2,42.8,5.2,48.7,50.0,12.9,11.6,3.3,3.4,0.4,0.1,0.0,9.0,0.5,12.2,16.1
892,WEST OSO ISD,178915,1929,307.6,9.6,0.1,0.1,87.4,0.0,2.4,0.5,90.4,99.9,13.4,6.7,8.3,9.1,0.3,0.9,0.3,0.3,0.1,7.0,13.0
893,PERRYTON ISD,179901,2008,342.0,0.0,0.0,0.2,73.9,0.0,24.6,1.2,61.4,68.3,10.9,3.9,34.1,34.7,0.6,2.1,0.1,1.6,0.1,4.6,14.1
894,BOYS RANCH ISD,180901,164,77.4,14.6,0.6,0.6,26.8,0.0,53.7,3.7,65.2,78.7,18.3,20.1,3.7,3.7,0.0,0.0,0.0,2.4,0.0,6.7,3.6
895,VEGA ISD,180902,370,75.5,0.0,0.0,0.8,21.6,0.0,74.9,2.7,26.8,100.0,11.1,5.9,5.7,5.7,0.0,0.0,0.0,10.0,0.0,2.2,7.9
896,ADRIAN ISD,180903,120,27.0,0.0,0.0,0.0,66.7,0.0,32.5,0.8,65.0,100.0,16.7,17.5,5.8,5.8,0.0,0.0,0.0,0.8,0.0,2.5,8.1
897,WILDORADO ISD,180904,232,36.2,0.0,0.9,0.4,11.2,0.0,86.2,1.3,25.0,100.0,11.6,10.3,0.4,0.4,0.4,0.0,0.0,0.9,1.3,2.2,11.7
898,BRIDGE CITY ISD,181901,3144,376.1,1.6,0.2,2.5,20.5,0.1,71.3,4.0,41.7,100.0,12.4,8.6,7.1,7.5,0.9,0.4,0.0,4.1,0.3,1.6,16.0
899,ORANGEFIELD ISD,181905,1856,267.5,1.2,0.1,1.0,11.1,0.0,83.5,3.1,36.6,47.5,13.2,8.6,2.4,2.4,0.6,0.2,0.2,7.0,0.4,4.7,14.0
900,WEST ORANGE-COVE CISD,181906,2618,435.9,53.7,0.3,0.4,20.9,0.3,17.2,7.2,92.1,100.0,12.2,6.2,6.9,7.4,1.0,0.0,0.0,1.5,0.9,4.8,14.1
901,VIDOR ISD,181907,4315,720.2,0.1,0.3,1.0,9.8,0.1,86.3,2.5,60.3,58.2,16.4,13.8,2.5,2.5,1.3,0.3,0.1,8.0,0.4,5.7,14.1
902,LITTLE CYPRESS-MAURICEVILLE CISD,181908,3340,535.0,7.8,0.5,1.3,13.6,0.1,73.4,3.3,51.1,46.2,16.4,12.1,3.6,3.8,0.4,0.2,0.0,0.1,0.5,4.0,13.3
903,GORDON ISD,182901,239,38.4,0.0,0.4,0.0,21.3,0.0,76.2,2.1,59.0,100.0,10.5,8.4,7.1,8.4,0.8,0.0,2.1,5.0,0.0,7.1,13.0
904,GRAFORD ISD,182902,321,59.0,0.0,0.0,0.0,15.3,0.3,80.1,4.4,55.8,100.0,12.8,8.7,7.5,7.5,0.3,0.6,0.0,1.2,0.0,12.8,9.2
905,MINERAL WELLS ISD,182903,3352,448.2,3.3,0.3,0.9,40.7,0.1,51.3,3.3,77.1,57.1,14.5,10.9,14.8,15.8,1.3,0.4,0.2,2.8,0.4,3.4,15.3
906,SANTO ISD,182904,546,92.7,0.0,0.7,0.4,17.6,0.0,78.6,2.7,39.6,49.5,13.0,10.3,3.7,3.7,0.2,0.0,0.0,7.1,0.0,8.6,12.9
907,STRAWN ISD,182905,174,27.3,0.0,0.6,0.0,43.7,0.0,50.6,5.2,63.8,99.4,9.2,0.0,16.1,16.1,0.0,0.0,0.0,0.6,0.0,1.1,11.3
908,PALO PINTO ISD,182906,97,18.0,0.0,0.0,1.0,15.5,0.0,81.4,2.1,53.6,100.0,7.2,2.1,1.0,1.0,1.0,0.0,0.0,2.1,0.0,6.2,9.7
910,BECKVILLE ISD,183901,686,107.7,5.2,0.0,0.1,10.2,0.1,80.0,4.2,43.7,100.0,14.3,13.3,3.1,3.1,9.6,0.0,0.0,0.3,0.7,2.9,10.2
911,CARTHAGE ISD,183902,2621,364.5,19.7,0.2,0.6,20.0,0.1,56.2,3.3,58.8,100.0,12.9,6.8,9.0,9.1,0.0,0.4,0.1,1.4,0.0,6.5,13.5
912,GARY ISD,183904,493,82.6,0.0,0.4,0.6,7.7,0.0,90.5,0.8,68.8,100.0,13.2,12.8,2.8,2.8,0.0,0.0,0.0,0.2,0.4,2.4,12.0
914,POOLVILLE ISD,184901,722,119.8,0.0,0.1,0.7,26.3,0.6,69.1,3.2,48.9,76.5,10.0,10.2,9.6,9.6,0.0,0.0,0.0,3.5,0.3,4.8,11.0
915,SPRINGTOWN ISD,184902,4120,570.1,1.1,0.6,0.3,24.9,0.2,70.1,2.8,48.9,71.6,14.2,9.7,8.4,8.7,0.7,0.4,0.0,1.9,0.5,4.0,13.8
916,WEATHERFORD ISD,184903,8255,1127.8,2.2,0.7,0.5,29.7,0.1,63.0,3.9,47.4,57.3,17.9,8.5,9.4,9.7,1.0,0.4,0.1,7.3,0.4,7.1,14.4
917,MILLSAP ISD,184904,1099,172.4,1.0,0.4,0.3,15.8,0.3,79.3,2.9,47.2,69.8,14.0,12.6,3.5,3.5,1.6,0.5,0.0,9.0,0.2,6.2,12.6
918,ALEDO ISD,184907,7857,887.8,1.6,0.3,0.9,18.4,0.0,74.3,4.6,15.5,17.7,11.1,11.5,2.8,2.8,0.6,0.3,0.0,10.2,0.1,7.7,15.6
919,PEASTER ISD,184908,1750,216.8,0.3,0.3,0.3,14.7,0.6,80.5,3.3,27.1,49.3,8.3,8.4,3.1,3.1,0.6,0.0,0.0,5.0,0.0,6.9,14.3
920,BROCK ISD,184909,2085,259.9,0.4,0.4,0.5,11.3,0.2,84.3,3.0,3.9,26.5,9.4,10.9,1.9,1.9,0.0,0.0,0.0,1.6,0.0,6.1,13.1
921,GARNER ISD,184911,323,56.0,0.6,0.0,0.3,25.4,0.3,69.7,3.7,54.5,100.0,16.1,7.7,5.9,5.9,0.3,0.0,0.0,1.9,0.3,6.5,10.7
922,BOVINA ISD,185901,425,90.0,0.0,0.0,0.0,93.4,0.0,5.6,0.9,85.4,99.8,17.4,4.5,28.7,29.2,0.5,0.9,6.4,0.0,0.0,9.2,9.6
923,FARWELL ISD,185902,606,111.6,0.2,0.0,0.2,52.5,0.0,46.5,0.7,55.9,100.0,12.7,3.0,16.7,16.7,0.0,0.0,2.0,1.3,0.0,5.4,9.9
924,FRIONA ISD,185903,1063,208.8,0.2,0.0,0.1,89.5,0.0,9.9,0.4,67.9,100.0,10.7,5.5,36.2,38.7,1.2,4.3,5.2,0.5,0.0,3.9,10.5
925,LAZBUDDIE ISD,185904,130,33.1,0.8,0.8,0.0,36.2,0.0,62.3,0.0,69.2,100.0,12.3,10.0,20.0,20.8,0.0,3.8,0.8,2.3,0.0,3.1,8.9
926,BUENA VISTA ISD,186901,251,41.0,3.2,0.0,0.0,70.1,0.0,25.5,1.2,56.2,100.0,10.4,2.0,14.7,16.7,9.2,0.0,3.2,0.0,0.0,6.8,13.2
